State,FIPS,Year,VCF0204,VCF0206,VCF0207,VCF0209,VCF0210,VCF0211,VCF0212,VCF0213,VCF0217,VCF0218,VCF0219,VCF0220,VCF0223,VCF0224,VCF0227,VCF0228,VCF0231,VCF0232,VCF0233,VCF0234,VCF0253,VCF0290,VCF0291,VCF0310,VCF0346,VCF0347,VCF0348,VCF0349,VCF0358,VCF0359,VCF0360,VCF0361,VCF0370,VCF0371,VCF0372,VCF0373,VCF0374,VCF0380,VCF0386,VCF0392,VCF0450,VCF0451,VCF0475,VCF0481,VCF0487,VCF0493,VCF0501,VCF0502,VCF0502a,VCF0503,VCF0504,VCF0604,VCF0605,VCF0606,VCF0609,VCF0613,VCF0614,VCF0624,VCF0648,VCF0649,VCF0656,VCF0702,VCF0703,VCF0704,VCF0704a,VCF0705,VCF0706,VCF0707,VCF0708,VCF0709,VCF0710,VCF0713,VCF0714,VCF0724,VCF0801,VCF0803,VCF0804,VCF0806,VCF0809,VCF0823,VCF0824,VCF0830,VCF0838,VCF0839,VCF0843,VCF0846,VCF0847,VCF0849,VCF0850,VCF0851,VCF0852,VCF0853,VCF0854,VCF0867,VCF0867a,VCF0870,VCF0871,VCF0872,VCF0876,VCF0876a,VCF0877,VCF0877a,VCF0878,VCF0879,VCF0879a,VCF0880,VCF0880a,VCF0881,VCF0886,VCF0887,VCF0888,VCF0890,VCF0894,VCF9005,VCF9009,VCF9013,VCF9014,VCF9015,VCF9016,VCF9017,VCF9018,VCF9021,VCF9022,VCF9023,VCF9030,VCF9030a,VCF9030b,VCF9030c,VCF9031,VCF9037,VCF9039,VCF9040,VCF9041,VCF9042,VCF9045,VCF9047,VCF9048,VCF9049,VCF9081,VCF9084,VCF9085,VCF9086,VCF9087,VCF9088,VCF9089,VCF9092,VCF9093,VCF9094,VCF9095,VCF9096,VCF9122,VCF9131,VCF9132,VCF9133,EST_VC03,EST_VC05,EST_VC06,EST_VC11,EST_VC12,EST_VC13,EST_VC41,EST_VC42,EST_VC48,EST_VC55,EST_VC56,EST_VC58,EST_VC59,EST_VC63,EST_VC91,EST_VC92,EST_VC93,EST_VC94,EST_VC95,EST_VC108,EST_VC110,EST_VC112,EST_VC115,EST_VC116,EST_VC134,EST_VC135,EST_VC166,EST_VC167,EST_VC171,EST_VC187,EST_VC190,EST_VC191,EST_VC192,EST_VC194,EST_VC281,EST_VC283,EST_VC284,TotalMoney,PercentMoney, T_VOTES , Rep_Votes , Rep_Percent ,Rep_EV, Dem_Votes , Dem_Percent ,Dem_EV,lagdempct,VEP,VAP,VEP_Diff_From_Nat,VAP_Diff_From_Nat,PerCapitaGDP
Wyoming,56,2012,58,55,55,27.5,30,13.75,37.5,96.5,55,12.5,78,50,67.5,25,53.75,28.75,36.25,58,31.25,36.75,28.75,18.75,43.75,2.75,1,1.5,1.75,1.75,1,1.5,1.75,1.75,1.25,1.5,1.75,1.75,4,2,3,3,1.75,3.5,4,1,2,2,1,2,2,1,6.5,2,1,1.25,1,1.333333333,2.333333333,1.5,16.66666667,25,12.5,2,3,1,1,1.75,2,1.75,2,1.75,2,3.5,1,2,60.75,4.5,2.25,4.75,4.75,1.75,3,5.5,3.25,2.5,5,1.5,3.5,3.5,2.25,3.25,3.75,2.25,2.25,5,4.75,3.5,3.75,2.5,2.333333333,2.333333333,1,1,2,2.5,2,2.5,3.75,1.75,2.5,1.5,2,1.75,2.25,58.75,4.75,3.25,2.25,4,3.25,2.25,3.25,5,3,0,4.5,1.5,5,5.25,4,6,4,1.75,2,4.25,1,1.5,2,1.75,2.5,1.75,1.5,6.5,1.75,1.5,4.75,5.25,6.5,2.25,5.75,5.75,9,1,1.5,1,576412,2.9,0.2,576412,50.8,49.2,52.7,47.3,75050,60.1,28.3,7,2.8,223513,233110,53.5,2.4,12,1.7,6.9,39.2,29.5,66.1,26.2,24.3,25.2,72922,36.6,569734,40.8,7318,33.6,66.4,12202,1.7,7.3,20.7,0,0,"249,061.00","170,962.00",0.69,3,"69,286.00",0.28,0,0.32,0.586,0.564,0.006,0.028,61679
Alaska,2,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,0.3,0,7.5,18.8,11.7,664877,53.2,237607,33.8,18.3,4.7,15.5,3.38,69.7,25.1,95517,66.5,28.1,29.2,173966,4496,372193,3.4,13.3,9,85.2,14.8,73.6,14.4,4.6,5.9,18.4,339851,10.3,8.8,7.5,310,0,"326,197.00","193,841.00",0.59,3,"123,594.00",0.38,0,35.5,0.68,0.643,0.064,0.074,67493
Arkansas,5,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.1,0,7,17.6,9.8,2774832,60.1,1114041,32.5,14.4,2.6,18.1,3.05,72.8,19.5,366354,66.7,26.6,18.3,690561,15300,1680928,4.1,10.8,7,93.9,6.1,61.4,12.6,1.5,3.3,21.3,1273320,24.6,22.9,14.8,1897,0,"1,086,617.00","638,017.00",0.59,6,"422,310.00",0.39,0,44.5,0.525,0.5,-0.091,-0.069,36212
Hawaii,15,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.6,6.3,0.8,6.7,15.4,10.1,1253999,52.7,437105,30.6,15.1,4,15.5,3.43,66.7,26.3,152317,62.6,30.9,29.1,305513,5884,781950,6.4,9.6,4.9,74.6,25.4,67.5,16.2,3.4,4.6,26.1,630229,9.6,8.4,8.9,0,0,"453,568.00","120,566.00",0.27,0,"325,871.00",0.72,4,54,0.488,0.438,-0.128,-0.131,50858
Idaho,16,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,0.1,0,7.9,19.2,9.9,1489274,59.4,566004,30,15,3.9,15,3.12,70.9,23.1,203395,68.7,26.1,22.7,366226,6301,847124,3,11.2,7.9,89.9,10.1,66.6,12.9,3.6,5.3,20.2,724740,15.1,12.9,11.4,368,0,"655,032.00","403,012.00",0.62,4,"236,440.00",0.36,0,30.3,0.636,0.586,0.02,0.017,36936
Iowa,19,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,0.1,0,6.6,17,10.5,2896874,63.9,1215351,34.9,16.2,3.7,18.6,2.92,67.4,25.3,398386,62.3,30.7,24.2,715128,12938,1786251,1.9,9.8,6.5,93.6,6.4,70.2,11,1.4,4.4,18.5,1601243,13.8,12.1,10.6,3713223,0.0231,"1,543,662.00","682,379.00",0.44,0,"828,940.00",0.54,7,49.2,0.694,0.669,0.078,0.1,46083
Kentucky,21,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,0.1,0,6.6,17,9.1,4154217,61,1686277,33.2,15,2.4,18.3,3.03,72.2,21.2,535304,65.9,27.8,19.7,1057585,21917,2573497,3.4,8.6,6.4,95.8,4.2,61.1,11.3,1,2.9,22.6,1906465,23,21,15.4,635,0,"1,826,508.00","1,048,462.00",0.57,8,"751,985.00",0.41,0,39.7,0.579,0.557,-0.037,-0.012,38009
Maine,23,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,0.1,0,5.4,15.5,8.6,1278584,63.7,542363,36.6,16.3,4.6,20.3,2.88,70.8,24,156407,63.9,31.4,26.1,317790,4520,853230,2.3,8.6,5.7,92.9,7.1,66,10.9,1.8,5.2,23.3,664571,15.3,13.7,11.4,832204,0.0052,"731,163.00","295,273.00",0.4,0,"421,923.00",0.58,4,53.6,0.706,0.696,0.09,0.127,38652
Maryland,24,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9,0.2,0,6.6,17.2,9.8,5490748,56.4,2092692,33.3,14.5,3.2,18.8,3.22,67.6,25.3,776446,60.3,33.6,34.7,1464034,28186,3370575,3.6,6.7,5.9,84.9,15.1,70.6,10.8,1.3,3.8,31.5,2951517,9.8,9,7.4,0,0,"2,631,596.00","959,862.00",0.37,0,"1,629,467.00",0.62,10,55.9,0.67,0.606,0.054,0.037,53589
Missouri,29,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.1,0,6.7,17.3,9.7,5742733,60.8,2330040,34.4,15.7,3.2,18.6,3.04,70.9,22.2,771465,65,29.1,24.5,1465150,26440,3508959,2.9,9.6,7,94.4,5.6,66.5,11.1,1.2,4.2,23.8,2888439,18.2,16.3,11.7,7970313,0.0495,"2,925,205.00","1,445,814.00",0.49,11,"1,441,911.00",0.49,0,46.1,0.676,0.649,0.06,0.08,43048
Montana,30,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,0.1,0,6.4,16.6,10,940844,60.4,375598,36.7,18.3,3.9,18.4,3.11,70.8,23.7,118460,66.6,28,27.6,228795,4221,585323,2.4,9,8.1,95.3,4.7,66.2,11.4,2.7,6.5,17.9,483916,19.7,17.8,13.1,971040,0.006,"490,109.00","242,763.00",0.5,3,"231,667.00",0.47,0,38.6,0.663,0.651,0.047,0.082,37465
Nebraska,31,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,0.1,0,7.3,17.7,10.4,1730439,61.7,704143,35,16.7,3.2,18.3,3.04,67.6,25,243929,63,31.1,26.6,429867,7569,1027270,2,9.8,6.7,90.9,9.1,72.2,10.2,1.3,4.9,18,954432,12.9,11.2,9.9,807,0,"801,281.00","452,979.00",0.57,4,"333,319.00",0.42,1,32.7,0.629,0.594,0.013,0.025,48255
New Hampshire,33,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,0.1,0,5.7,16.6,9.1,1277158,61.2,505286,31.7,15.6,4.8,16.1,3.01,69.5,23.7,165093,64.9,29.2,32.3,330453,3392,825410,2.2,6.9,5.8,92.1,7.9,71.1,8.4,1.4,5.1,26,720067,8.5,7.6,7.2,2924839,0.0182,"707,611.00","316,534.00",0.45,0,"384,826.00",0.54,4,50.2,0.717,0.696,0.101,0.127,46737
South Dakota,46,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,0.1,0,7.2,17.4,10.4,772914,62.6,319926,35.5,16.9,2.9,18.6,3.01,71.6,21,102431,63,30.3,25,189429,4289,467666,1.9,8.1,6.8,94,6,70.6,9.8,1.6,5.2,16.4,423257,17.1,15.4,10.8,980,0,"381,975.00","203,054.00",0.53,3,"170,924.00",0.45,0,38.4,0.647,0.634,0.031,0.065,45713
Utah,49,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9,0.1,0,9.8,21.3,12.1,2692055,51,854244,26,12.7,3.4,13.3,3.67,65.3,28,417845,66.8,27,26.1,696422,9223,1306179,4,10.5,6.9,86,14,70,13.1,1.9,4.6,21.3,1312261,10.1,9.4,9.1,66,0,"952,370.00","596,030.00",0.63,5,"327,670.00",0.34,0,26,0.56,0.518,-0.056,-0.051,43602
Vermont,50,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,0.1,0,5.3,15.4,10,599698,62.8,249986,35.8,16.3,4.6,19.5,2.9,66.2,27.2,76920,62.1,32.5,33.7,154314,2769,393001,1.8,7.6,5.5,94.7,5.3,70.1,11.1,1.7,6.7,21.9,339847,12.2,10.7,9.9,0,0,"325,046.00","98,974.00",0.3,0,"219,262.00",0.68,3,58.9,0.673,0.66,0.057,0.091,41552
West Virginia,54,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,0.1,0,5.7,15.5,9,1768914,63.7,749586,34.5,15.8,2.5,18.6,2.91,71,23.2,205216,66.7,29,17.4,429609,8909,1151259,3.2,7.1,5.4,97.9,2.1,56.5,10.9,1.4,3,25.4,784388,22.4,19.3,15.4,733025,0.0046,"713,362.00","397,466.00",0.56,5,"303,857.00",0.43,0,43.2,0.499,0.491,-0.117,-0.078,34498
Wyoming,56,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,0,0,7.1,16.9,10.4,518032,61.4,208613,35,17,3.3,18,3.06,71.6,20.1,67081,65.2,29.3,24.1,128655,3293,310045,3.8,9.6,8,94.1,5.9,70.7,12.7,2.4,5,18.7,283908,11.2,9.6,8.7,0,0,"256,035.00","164,958.00",0.64,3,"82,868.00",0.32,0,29.1,0.628,0.609,0.012,0.04,69897
California,6,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"12,421,852.00","5,509,826.00",44.4,0,"6,745,485.00",54.3,55,53.4,0.588,0.471,-0.013,-0.083,51421
New York,36,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"7,391,036.00","2,962,567.00",40.1,0,"4,314,280.00",58.4,31,60.2,0.58,0.502,-0.021,-0.052,55839
Illinois,17,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"5,274,322.00","2,345,946.00",44.5,0,"2,891,550.00",54.8,21,54.6,0.615,0.557,0.014,0.003,50662
Texas,48,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,5.40E-07,"7,410,765.00","4,526,917.00",61.1,34,"2,832,704.00",38.2,0,38,0.537,0.454,-0.064,-0.1,46388
Virginia,51,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"3,198,367.00","1,716,959.00",53.7,13,"1,454,742.00",45.5,0,44.4,0.606,0.562,0.005,0.008,50263
District of Columbia,11,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12707,5.40E-05,"227,586.00","21,256.00",9.3,0,"202,970.00",89.2,3,85.2,0.543,0.489,-0.058,-0.065,161277
Florida,12,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64203247,0.273038263,"7,609,810.00","3,964,522.00",52.1,27,"3,583,544.00",47.1,0,48.8,0.644,0.561,0.043,0.007,41631
Massachusetts,25,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"2,912,388.00","1,071,109.00",36.8,0,"1,803,800.00",61.9,12,59.8,0.642,0.587,0.041,0.033,57593
Maryland,24,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"2,386,678.00","1,024,703.00",42.9,0,"1,334,493.00",55.9,10,56.5,0.629,0.572,0.028,0.018,50703
Washington,53,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177840,0.005009021,"2,859,084.00","1,304,894.00",45.6,0,"1,510,201.00",52.8,11,50.2,0.669,0.608,0.068,0.054,49643
Pennsylvania,42,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36607277,0.155680402,"5,769,590.00","2,793,847.00",48.4,0,"2,938,095.00",50.9,21,50.6,0.626,0.606,0.025,0.052,44581
New Jersey,34,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"3,611,691.00","1,670,003.00",46.2,0,"1,911,430.00",52.9,15,56.1,0.638,0.552,0.037,-0.002,56096
Colorado,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7072693,0.030078164,"2,130,330.00","1,101,255.00",51.7,9,"1,001,732.00",47,0,42.4,0.667,0.612,0.066,0.058,50244
Connecticut,9,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"1,578,769.00","693,826.00",43.9,0,"857,488.00",54.3,7,55.9,0.65,0.597,0.049,0.043,64544
Georgia,13,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"3,301,875.00","1,914,254.00",58,15,"1,366,149.00",41.4,0,43,0.562,0.5,-0.039,-0.054,45418
Ohio,39,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48775065,0.207426565,"5,627,908.00","2,859,768.00",50.8,20,"2,741,167.00",48.7,0,46.4,0.668,0.651,0.067,0.097,44434
Arizona,4,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"2,012,585.00","1,104,294.00",54.9,10,"893,524.00",44.4,0,44.7,0.541,0.47,-0.06,-0.084,41136
Michigan,26,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13498566,0.057405586,"4,839,252.00","2,313,746.00",47.8,0,"2,479,183.00",51.2,17,51.3,0.666,0.639,0.065,0.085,42493
North Carolina,37,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431897,0.001836736,"3,501,007.00","1,961,166.00",56,15,"1,525,849.00",43.6,0,43.2,0.578,0.539,-0.023,-0.015,43978
Minnesota,27,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10514082,0.044713419,"2,828,387.00","1,346,695.00",47.6,0,"1,445,014.00",51.1,9,47.9,0.784,0.739,0.183,0.185,51430
Oregon,41,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242112,0.009535069,"1,836,782.00","866,831.00",47.2,0,"943,163.00",51.3,7,47,0.72,0.668,0.119,0.114,42250
